Course Desc,T1Grd,T2Grd,T3Grd,T4Grd,Exam,FG,Gender,Grade,Department,CrsNo,Year,Level,Credit
Computer Science Principles H,A,A-,A,A-,,A,M,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,A-,A,A,A-,,A-,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,B+,B+,,A,M,12,MAT,5041,2019,H,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
Intro to Calculus ACP Acc,B+,NC+,B-,C+,,B-,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,B+,B-,C,C+,,B-,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,B,A,B,,B,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,B-,B,B-,A,,B,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A-,B+,A-,,A-,F,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B+,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
Topics in Pre-Calculus CP,B+,C,F,D-,,D+,F,12,MAT,5441,2019,CP,5
Pre-Calculus ACP,A,A,B+,A,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A-,A-,A,A,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,B+,A-,A-,B,,B+,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A-,A-,B+,,A-,M,12,MAT,5531,2019,H,5
Pre-Calculus ACP,A,A,A,B,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A-,A-,B,B,,B+,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B+,B,B,B+,,B+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,A-,A,A-,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,B+,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A-,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,B+,B,B-,B,,B,M,12,MAT,5081,2019,H,5
Business Math CP,A,A,A,A,,A,M,12,MAT,8581,2019,CP,5
AP Calculus 4 AB,A-,A-,A-,A,,A,F,12,MAT,5081,2019,H,5
Class Aide Math,,,A,A,,A,F,12,MAT,5801,2019,N,2.5
AP Calculus 4 BC,A-,A,A,A,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
Math 2  CP,C,NF,D+,D,,D,M,12,MAT,5421,2019,CP,5
AP Calculus 4 AB,A,B+,A-,B+,,A-,M,12,MAT,5081,2019,H,5
Computer Science Principles H,A,A-,B+,A-,,A-,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,B,B+,A-,B+,,B+,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,A-,A-,A-,B+,,A-,F,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,B,B,A,,B+,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B+,D,C-,C+,,C,M,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,C,B-,C-,C+,,C,M,12,MAT,5441,2019,CP,5
Intro to Calculus ACP Acc,A-,A-,A-,A-,,A-,F,12,MAT,5141,2019,ACP,5
Topics in Pre-Calculus CP,B,B,C,B,,B-,M,12,MAT,5441,2019,CP,5
Intro to Calculus ACP Acc,B+,B+,B+,B-,,B,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,A,A-,B+,,A-,F,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,B-,C,D,C+,,C,F,12,MAT,5441,2019,CP,5
AP Statistics,B+,B,B,B,,B,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B,A-,B+,C,,B,M,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,A-,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,B+,B+,A-,,A-,F,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,B+,B,C,D+,,C+,F,12,MAT,5441,2019,CP,5
Intro to Calculus ACP Acc,B,A,B+,B,,B+,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,B+,,A,M,12,MAT,5041,2019,H,5
Pre-Calculus ACP,A,A,A-,A,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A-,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A-,A-,B-,B+,,B+,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,B+,A-,A,B-,,B+,F,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B,C,B-,D,,C,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,C+,C+,C,,B,M,12,MAT,5191,2019,ACP,5
Math 3  CP,ND,C,C-,C-,,D,M,12,MAT,5431,2019,CP,5
Topics in Pre-Calculus CP,B,B-,D,B+,,C+,M,12,MAT,5441,2019,CP,5
Pre-Calculus ACP,A,A,A,A,,A,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B-,B-,C,D+,,C+,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,B,B-,A-,B,,B,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,B+,B,B,,B+,F,12,MAT,5081,2019,H,5
Computer Science Principles H,B,NB-,NF,NB,,N,F,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A,A-,A,,A,F,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,A-,A,B,B,,A-,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A-,,A,M,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,C-,C,D-,C+,,C-,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,A,B+,A-,,A,F,12,MAT,5191,2019,ACP,5
AP Statistics,B,B-,B-,C,,B-,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B,A,B-,B,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
AP Statistics,B,B,B-,B-,,B,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,A-,B+,A-,,B+,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,A-,A-,A-,,A-,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A,B+,A,,A,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,B+,B+,B,B-,,B-,M,12,MAT,5141,2019,ACP,5
Computer Science Principles H,B,B,A-,C+,,B,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,B+,B-,B,B,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A,A,A-,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,A,A,A,A,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Math 3 ACP Accelerated (Pre-Calculus),P,B,C+,C+,,B,F,12,MAT,5131,2019,ACP,5
Comp Programming ACP,A,A-,B-,A,,A-,F,12,MAT,5521,2019,ACP,2.5
Intro to Calculus ACP Acc,C+,B,C+,C+,,B-,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,A,A-,A-,,A,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,A-,A-,B,,A-,F,12,MAT,5141,2019,ACP,5
AP Statistics,B+,B,A-,B+,,B+,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B,B,B+,A,,B+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,C+,C+,B-,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,B+,A-,B+,,A-,F,12,MAT,5081,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
AP Statistics,A-,A-,A-,B+,,A-,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,A,A,B+,,A,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,A,A,A-,A-,,A,F,12,MAT,5141,2019,ACP,5
AP Statistics,A,A,B+,B+,,A-,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A-,A,,A,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A,A-,A-,B+,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B+,A-,B+,D+,,B+,F,12,MAT,5191,2019,ACP,5
AP Statistics,B,C-,C,C,,C,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B-,A-,A,,A-,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,B+,A,B+,,A-,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A-,A-,B+,,A-,F,12,MAT,5081,2019,H,5
Independent Study in Math,P,P,P,P,,P,F,12,MAT,50001,2019,N,5
Intro to Calculus ACP Acc,A,A-,A-,B+,,A-,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,A,B,B,B+,,B+,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,A,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A-,A,,A,F,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,F,12,MAT,5531,2019,H,5
Pre-Calculus ACP,C,C,D+,D+,,D+,M,12,MAT,5191,2019,ACP,5
AP Statistics,A,A,A-,A,,A,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,D+,NF,C+,B+,,D+,F,12,MAT,5441,2019,CP,5
Intro to Calculus ACP Acc,B,A-,C+,C,,B-,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,B+,D+,B+,B-,,B-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B,C+,C,D,,C,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,A-,B-,B,B-,,B,M,12,MAT,5141,2019,ACP,5
ComputerProgramming H,A,A,NA-,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,A-,B+,A,A-,,A-,M,12,MAT,5041,2019,H,5
Pre-Calculus ACP,B-,F,B-,C+,,C,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,B,B+,A-,B,,B+,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A,A,B+,B-,,A-,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,B,B,A-,C+,,B,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,B,B,B,,B+,F,12,MAT,5081,2019,H,5
AP Statistics,B+,A-,A-,D+,,B,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,B,B,B+,,B,M,12,MAT,5081,2019,H,5
Computer Science Principles H,B+,B-,NC+,A-,,B,M,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,B-,B+,C+,C+,,B-,M,12,MAT,5141,2019,ACP,5
Topics in Pre-Calculus CP,F,C+,F,ND-,,D,M,12,MAT,5441,2019,CP,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B,A-,A-,B+,,A-,M,12,MAT,5141,2019,ACP,5
Math 3  CP,B+,B,B,B,,B,M,12,MAT,5431,2019,CP,5
Comp Programming ACP,A,A-,A-,B+,,A-,M,12,MAT,5521,2019,ACP,2.5
AP Statistics,B+,B-,B,B+,,B,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,A-,B+,A,,A-,F,12,MAT,5081,2019,H,5
Math 3 ACP Accelerated (Pre-Calculus),B,B,B-,B,,B,M,12,MAT,5131,2019,ACP,5
Pre-Calculus ACP,B,B+,B+,B-,,B,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,M,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A-,A,A,,A,M,12,MAT,5511,2019,H,2.5
Pre-Calculus ACP,B,B-,B,A-,,B,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A-,A-,A-,A-,,A-,M,12,MAT,5041,2019,H,5
AP Statistics,A-,C-,C-,D,,C,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,B-,D,C,B-,,C,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A,A-,A-,A,,A,F,12,MAT,5191,2019,ACP,5
Topics in Pre-Calculus CP,B,B,B-,B+,,B,F,12,MAT,5441,2019,CP,5
AP Calculus 4 AB,B+,B+,B+,A-,,B+,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B+,C+,D+,C-,,C,F,12,MAT,5191,2019,ACP,5
AP Statistics,A-,A-,A-,A-,,A-,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,B+,C+,B,B-,,B-,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B,A-,C+,C+,,B,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B,B-,B+,C+,,B,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,B+,A,A,A,,A-,M,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,A,A,A-,A,,A,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,B,B+,B-,C-,,B-,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A-,A-,A-,,A-,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,B+,B,B-,B+,,B+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,B+,A-,A-,B+,,A-,F,12,MAT,5041,2019,H,5
AP Statistics,C+,C,B-,C,,C+,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,B+,B,D+,B+,,B-,M,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,B+,B,C+,C-,,B-,M,12,MAT,5041,2019,H,5
AP Statistics,A-,A,A-,A,,A-,M,12,MAT,5051,2019,H,5
Computer Science Principles H,A,A,A,A,,A,F,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,F,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,B-,C,B-,C-,,C+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
Pre-Calculus ACP,A-,A-,B,C,,B,F,12,MAT,5191,2019,ACP,5
Computer Science Principles H,B,B,D-,B-,,C+,F,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,A-,A-,B+,B,,B+,F,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,A,A,A,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,B+,A,A,B,,A-,M,12,MAT,5041,2019,H,5
AP Statistics,B-,D-,C+,D,,C-,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B+,A-,A,A-,,A-,M,12,MAT,5141,2019,ACP,5
AP Statistics,B+,B,C+,B,,B,F,12,MAT,5051,2019,H,5
Pre-Calculus ACP,A-,A,A-,A-,,A-,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,C+,D,D+,D,,D+,F,12,MAT,5191,2019,ACP,5
Business Math CP,B,B+,D,NF,,D+,M,12,MAT,8581,2019,CP,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A-,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A-,A,B+,,A-,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A-,A,A,,A,M,12,MAT,5531,2019,H,5
Math 3 ACP Accelerated (Pre-Calculus),B-,B,C+,C,,B-,F,12,MAT,5131,2019,ACP,5
ComputerProgramming H,A,NA,NB-,A,,A-,F,12,MAT,5511,2019,H,2.5
AP Calculus 4 AB,A,B,B,A-,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A-,B+,B,C+,,B,F,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,B-,,A-,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,B+,A,,A,F,12,MAT,5081,2019,H,5
AP Statistics,A,B+,B+,B,,B+,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B+,B+,B,B,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A-,B+,C+,C+,,B,M,12,MAT,5041,2019,H,5
AP Statistics,A-,A,B,C+,,B,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,A-,B-,B,,B+,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,A,B,B,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A-,B+,B+,,A-,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,A-,A,A,A,,A,F,12,MAT,5041,2019,H,5
AP Calculus 4 BC,B,B+,B,B,,B,M,12,MAT,5041,2019,H,5
Business Math CP,A-,B+,C,A,,B+,F,12,MAT,8581,2019,CP,5
Intro to Calculus ACP Acc,A,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Statistics,A-,A-,NB+,B,,B+,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,B,A,,A,F,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A,A,A,,A,F,12,MAT,5511,2019,H,2.5
Topics in Pre-Calculus CP,B-,C+,C-,C+,,C,F,12,MAT,5441,2019,CP,5
AP Calculus 4 BC,A-,A,A-,NB+,,A-,F,12,MAT,5041,2019,H,5
ComputerProgramming H,A,A,A,A,,A,F,12,MAT,5511,2019,H,2.5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
Class Aide Math,A,A,A,A,,A,F,12,MAT,5801,2019,N,2.5
AP Calculus 4 BC,B-,B-,C-,C+,,C+,F,12,MAT,5041,2019,H,5
AP Statistics,A-,B,B,B-,,B,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A-,B,A-,,A-,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,B,B+,A,,A-,F,12,MAT,5081,2019,H,5
AP Statistics,A,A-,A,B+,,A,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,B+,B,A,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B+,B,B+,B-,,B,F,12,MAT,5081,2019,H,5
Class Aide Math,P,A,P,P,,P,F,12,MAT,5801,2019,N,2.5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
Physics Lab ACP,B+,B,B,B-,,B,M,12,SCI,6131,2019,ACP,5
Physics Lab ACP,A,B+,B+,B,,B+,M,12,SCI,6131,2019,ACP,5
Anatomy & Physiology Lab ACP,A,A-,A,A-,,A,M,12,SCI,6301,2019,ACP,5
Marine Biology ACP,B+,B-,A,A,,B+,M,12,SCI,6351,2019,ACP,5
Marine Biology ACP,A-,A,A,B+,,A,F,12,SCI,6351,2019,ACP,5
AP Biology Lab,A-,B+,B+,A-,,A-,F,12,SCI,6051,2019,H,5
AP Physics Lab,A-,A,A-,A-,,A-,F,12,SCI,6071,2019,H,5
Organic Chemistry ACP,A,A,A,A,,A,F,12,SCI,6381,2019,ACP,5
Forensics Lab ACP,B+,A-,B+,B,A-,B+,F,12,SCI,6371,2019,ACP,5
AP Biology Lab,A-,A-,A-,A,,A-,F,12,SCI,6051,2019,H,5
AP Physics Lab,A,A,A,A,,A,F,12,SCI,6071,2019,H,5
AP Physics Lab,A-,B+,A-,A-,,A-,F,12,SCI,6071,2019,H,5
Anatomy & Physiology Lab ACP,B-,B-,A-,B,,B,M,12,SCI,6301,2019,ACP,5
AP Chemistry Lab,B,C+,B-,B-,,B-,M,12,SCI,6061,2019,H,5
Anatomy & Physiology Lab ACP,A,A-,A-,A,,A-,M,12,SCI,6301,2019,ACP,5
Marine Biology ACP,A-,B+,B-,C,,B,M,12,SCI,6351,2019,ACP,5
Forensics Lab ACP,A,B,B,B+,A,B+,M,12,SCI,6371,2019,ACP,5
Biology Lab CP,A-,A,A,A-,,A,F,12,SCI,6211,2019,CP,5
Forensics Lab ACP,C-,B-,D+,A-,A,B-,M,12,SCI,6371,2019,ACP,5
Anatomy & Physiology Lab ACP,A,M,A,A-,,A-,F,12,SCI,6301,2019,ACP,5
Anatomy & Physiology Lab ACP,B,B,A-,B-,,B,F,12,SCI,6301,2019,ACP,5
Forensics Lab ACP,A-,B,C+,B+,B+,B,F,12,SCI,6371,2019,ACP,5
AP Chemistry Lab,A,A,A,A,,A,M,12,SCI,6061,2019,H,5
AP Physics Lab,A-,A,B,B,,A-,M,12,SCI,6071,2019,H,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
Physics Lab ACP,B,B,B+,B-,,B,M,12,SCI,6131,2019,ACP,5
Marine Biology ACP,B,B+,A-,B-,,B,M,12,SCI,6351,2019,ACP,5
AP Biology Lab,A-,A-,A-,C+,,A-,M,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,B-,B,A,B+,,B+,F,12,SCI,6301,2019,ACP,5
Forensics Lab ACP,A-,A,A-,A-,A-,A-,M,12,SCI,6371,2019,ACP,5
AP Physics Lab,A,A,A,A,,A,F,12,SCI,6071,2019,H,5
Organic Chemistry ACP,A,A,A,A,,A,F,12,SCI,6381,2019,ACP,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
Marine Biology ACP,B+,NC+,B-,D,,C+,F,12,SCI,6351,2019,ACP,5
Anatomy & Physiology Lab ACP,A-,A-,A-,B-,,B+,F,12,SCI,6301,2019,ACP,5
Sustainability Envi Sci Lab,B,A,C,NB,,B,F,12,SCI,6341,2019,ACP,5
Forensics Lab ACP,A-,A,A-,A,A,A,F,12,SCI,6371,2019,ACP,5
Biology Lab CP,A-,A,A,A,,A,M,12,SCI,6211,2019,CP,5
Forensics Lab ACP,A,A-,A,A,B+,A,F,12,SCI,6371,2019,ACP,5
AP Chemistry Lab,B+,B,B-,B-,,B,F,12,SCI,6061,2019,H,5
AP Physics Lab,A,A,A,A,,A,M,12,SCI,6071,2019,H,5
Biology Lab H,B-,A-,B,A,,B+,F,12,SCI,6011,2019,H,5
Marine Biology ACP,B+,A-,B,C,,B,F,12,SCI,6351,2019,ACP,5
AP Biology Lab,A,A,A-,A,,A,M,12,SCI,6051,2019,H,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
Class Aide Science,P,P,P,P,,P,F,12,SCI,6681,2019,N,2.5
AP Biology Lab,B,A-,A-,A,,A-,M,12,SCI,6051,2019,H,5
AP Physics Lab,A,A-,B,B+,,B+,M,12,SCI,6071,2019,H,5
Organic Chemistry ACP,A-,A,A,B+,,A-,F,12,SCI,6381,2019,ACP,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
AP Physics Lab,A,A,A,A,,A,M,12,SCI,6071,2019,H,5
AP Biology Lab,A,B+,B,B,,B+,M,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,M,12,SCI,6301,2019,ACP,5
Marine Biology ACP,A,A,A,A,,A,M,12,SCI,6351,2019,ACP,5
Forensics Lab ACP,A,A-,C-,B,A-,B,M,12,SCI,6371,2019,ACP,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Biology Lab,A-,A,B+,B+,,A-,M,12,SCI,6051,2019,H,5
Sustainability Envi Sci Lab,A,A,A,A,,A,M,12,SCI,6341,2019,ACP,5
Class Aide Science,,,P,P,,P,M,12,SCI,6681,2019,N,2.5
Anatomy & Physiology Lab ACP,B,B,A-,B+,,B+,M,12,SCI,6301,2019,ACP,5
Forensics Lab ACP,A,A-,B,A-,B+,A-,F,12,SCI,6371,2019,ACP,5
AP Physics Lab,A-,A-,A,A-,,A-,F,12,SCI,6071,2019,H,5
AP Physics Lab,B+,A,A-,A,,A,F,12,SCI,6071,2019,H,5
Biology Lab CP,B,A,A,A,,A,M,12,SCI,681,2019,CP,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
AP Biology Lab,A-,A-,B,B+,,B+,F,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Biology Lab,D-,F,NF,NF,,F,F,12,SCI,6051,2019,H,5
AP Biology Lab,A,B+,B,B,,B+,M,12,SCI,6051,2019,H,5
Forensics Lab ACP,B,C,C-,B-,B+,C+,M,12,SCI,6371,2019,ACP,5
Forensics Lab ACP,C+,C+,B-,B,A-,B-,F,12,SCI,6371,2019,ACP,5
Marine Biology ACP,A,A,B,A,,A,M,12,SCI,6351,2019,ACP,5
AP Physics Lab,A,A-,A-,A-,,A-,M,12,SCI,6071,2019,H,5
Class Aide Science,P,P,P,P,,P,M,12,SCI,6681,2019,N,2.5
Physics Lab H,A,A-,B+,A,,A-,M,12,SCI,6031,2019,H,5
Physics Lab ACP,A,A-,A,B+,,A-,F,12,SCI,6131,2019,ACP,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
AP Biology Lab,C,C,D+,B-,,C,M,12,SCI,6051,2019,H,5
Sustainability Envi Sci Lab,C,F,D,D-,,D-,M,12,SCI,6341,2019,ACP,5
Marine Biology ACP,B+,C,D,D-,,C-,M,12,SCI,6351,2019,ACP,5
Forensics Lab ACP,B,A-,A-,A,A,A-,M,12,SCI,6371,2019,ACP,5
Forensics Lab ACP,A,B+,A,A,A-,A-,F,12,SCI,6371,2019,ACP,5
Physics Lab H,A,A,B,A,,A,M,12,SCI,6031,2019,H,5
Biology Lab ACP,A,A,A,A,,A,M,12,SCI,6111,2019,ACP,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
Anatomy & Physiology Lab ACP,B-,B-,A-,C+,,B,F,12,SCI,6301,2019,ACP,5
Marine Biology ACP,A,C,B-,C-,,B-,M,12,SCI,6351,2019,ACP,5
AP Physics Lab,A,A,A,A,,A,F,12,SCI,6071,2019,H,5
Forensics Lab ACP,A,A-,B+,A,A,A,F,12,SCI,6371,2019,ACP,5
AP Biology Lab,B-,B-,C+,C-,,C+,M,12,SCI,6051,2019,H,5
AP Biology Lab,A-,B,B-,B-,,B,F,12,SCI,6051,2019,H,5
Physics Lab ACP,A-,B-,B,B+,,B,F,12,SCI,6131,2019,ACP,5
AP Physics Lab,A,A,A-,A,,A,F,12,SCI,6071,2019,H,5
Anatomy & Physiology Lab ACP,A,A,A,A-,,A,F,12,SCI,6301,2019,ACP,5
Anatomy & Physiology Lab ACP,C+,C+,A-,B+,,B,M,12,SCI,6301,2019,ACP,5
AP Biology Lab,A,A,A,A,,A,F,12,SCI,6051,2019,H,5
