Course Desc,T1Grd,T2Grd,T3Grd,T4Grd,Exam,FG,Gender,Grade,Department,CrsNo,Year,Level,Credit
Forensics Lab ACP,NC-,NF,NF,F,F,N,M,12,SCI,6371,2019,ACP,5
AP Physics Lab,A,A,A-,A,,A,M,12,SCI,6071,2019,H,5
AP Physics Lab,A-,A-,A-,A,,A-,M,12,SCI,6071,2019,H,5
Chemistry Lab ACP,,P,B,C,,C+,F,12,SCI,6121,2019,ACP,5
AP Biology Lab,B-,B,B-,B-,,B-,F,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,A-,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Biology Lab,A,A-,B+,B+,,A-,F,12,SCI,6051,2019,H,5
AP Chemistry Lab,A,A,A-,A,,A,F,12,SCI,6061,2019,H,5
Organic Chemistry ACP,A,A,A,A,,A,F,12,SCI,6381,2019,ACP,5
Physics Lab ACP,A-,B+,A-,B+,,A-,M,12,SCI,6131,2019,ACP,5
AP Biology Lab,B+,B-,B-,B,,B,M,12,SCI,6051,2019,H,5
AP Physics Lab,B,B,C-,A,,B,M,12,SCI,6071,2019,H,5
AP Biology Lab,B,B,C,C,,C+,F,12,SCI,6051,2019,H,5
AP Physics Lab,A-,A-,B+,A,,A-,M,12,SCI,6071,2019,H,5
AP Biology Lab,A,A-,A,A,,A,F,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Physics Lab,A,A-,A,A-,,A,M,12,SCI,6071,2019,H,5
Biology Lab CP,B-,B+,A,A-,,A,F,12,SCI,6211,2019,CP,5
Marine Biology ACP,A,A,A,A,,A,F,12,SCI,6351,2019,ACP,5
AP Physics Lab,A,A-,A,A-,,A-,F,12,SCI,6071,2019,H,5
Basic Biology,P,P,P,P,,P,F,12,SCI,6611,2019,CP,5
Biology Lab H,A,A,A,A,,A,F,12,SCI,6011,2019,H,5
AP Physics Lab,B-,B,F,D-,,C+,F,12,SCI,6071,2019,H,5
AP Biology Lab,A,A-,B-,B-,,B+,M,12,SCI,6051,2019,H,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Biology Lab,B-,B+,NB-,B,,B,F,12,SCI,6051,2019,H,5
Forensics Lab ACP,A,A,A,A,A,A,F,12,SCI,6371,2019,ACP,5
Anatomy & Physiology Lab ACP,A,A,A,A,,A,F,12,SCI,6301,2019,ACP,5
AP Biology Lab,A,A,A,A,,A,F,12,SCI,6051,2019,H,5
Italian 5  ACP,B-,B-,C,C,,C+,F,12,WL,2751,2019,ACP,5
Spanish 3 H,B-,C+,C+,C+,,C+,F,12,WL,2461,2019,H,5
Independent Study Chinese,P,P,P,P,,P,F,12,WL,2491,2019,N,5
Chinese 5  ACP,B,B-,A-,A-,,B+,M,12,WL,2991,2019,ACP,5
Spanish 5  ACP,A-,A-,B+,B,,B+,M,12,WL,2451,2019,ACP,5
Advanced Latin ACP,A,A,A,A,,A,F,12,WL,2891,2019,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
AP Spanish,A-,A,A-,A-,,A-,M,12,WL,2481,2019,H,5
Spanish 3  ACP,B,B,A-,B+,,B+,F,12,WL,2431,2019,ACP,5
Spanish 4  ACP,A,A,A,A,,A,F,12,WL,2441,2019,ACP,5
Intermediate Spanish 2 ACP,A,A,A,A,,A,F,12,WL,2421,2019,ACP,5
French 4  ACP,A,A,A-,A-,,A,F,12,WL,2141,2019,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
Chinese 5 H,A,A,A,A,,A,M,12,WL,2951,2019,H,5
Novice Spanish 2 ACP,A-,A-,B,B-,B-,B+,M,12,WL,2321,2019,ACP,5
Italian 2  ACP,B+,A-,B+,A,,A-,F,12,WL,2721,2019,ACP,5
Spanish 5  ACP,A,A,A,A-,,A,M,12,WL,2451,2019,ACP,5
Spanish 5  ACP,A,A,A-,A-,,A,M,12,WL,2451,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
Spanish 5  ACP,A,A-,B+,A,,A-,F,12,WL,2451,2019,ACP,5
Spanish 5  ACP,B+,A-,B,B,,B+,F,12,WL,2451,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
Spanish 4  ACP,B+,A,A,A,,A,F,12,WL,2441,2019,ACP,5
Italian 5  ACP,B+,A-,B,B+,,B+,F,12,WL,2751,2019,ACP,5
AP Spanish,A-,A,B+,B+,,A-,M,12,WL,2481,2019,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
Italian 5  ACP,B+,B,B-,B,,B,F,12,WL,2751,2019,ACP,5
Chinese 5 H,A,A,A,A-,,A,F,12,WL,2951,2019,H,5
AP Spanish,A-,A-,B+,B+,,B+,F,12,WL,2481,2019,H,5
French 2  ACP,C-,C,C+,C+,,C,M,12,WL,2121,2019,ACP,5
Spanish 5  ACP,B,B+,B,B,,B,M,12,WL,2451,2019,ACP,5
Intermediate Spanish 2 ACP,B,B-,C+,C+,,B-,F,12,WL,2421,2019,ACP,5
AP Spanish,A,A,A-,A-,,A,M,12,WL,2481,2019,H,5
Italian 3  CP,A,B,B,D,,B,M,12,WL,2781,2019,CP,5
Chinese 5  ACP,A,A,A,A,,A,F,12,WL,2991,2019,ACP,5
AP French,B,B,A-,B,,B+,M,12,WL,2051,2019,H,5
Italian 2  ACP,B,B-,C+,C+,,B,M,12,WL,2721,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
AP Italian,A,A,A,A,,A,F,12,WL,2651,2019,H,5
Latin 4 H,A-,B-,B,C+,,B,F,12,WL,2841,2019,H,5
French 2 CP,A-,A,A,B+,,A,M,12,WL,2221,2019,CP,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2019,H,5
AP Italian,A,A-,A,A,,A,M,12,WL,2651,2019,H,5
French 3  ACP,B,B+,B,B-,A,B+,M,12,WL,2131,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP Italian,A,A-,A-,A,,A-,M,12,WL,2651,2019,H,5
Independent Study in Spanish,P,P,P,P,,P,M,12,WL,24811,2019,N,5
Spanish 5  ACP,B,B,B-,B,,B,M,12,WL,2451,2019,ACP,5
AP French,B+,A,A,A-,,A-,F,12,WL,2051,2019,H,5
AP Latin,B-,B-,C+,B-,,B-,F,12,WL,28611,2019,H,5
AP Spanish,B+,A-,B+,B+,,B+,F,12,WL,2481,2019,H,5
Spanish 4  ACP,A,A,B,B-,A-,B+,M,12,WL,2441,2019,ACP,5
Spanish 5  ACP,A-,A-,A-,B+,,A-,M,12,WL,2451,2019,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
AP French,A-,B,A,C+,,B+,M,12,WL,2051,2019,H,5
Italian 4 H,B+,B-,B,B,,B,F,12,WL,2641,2019,H,5
Italian 5  ACP,A,A,A-,A-,,A-,M,12,WL,2751,2019,ACP,5
Chinese 4 ACP,A,B,A,A,,A,M,12,WL,2981,2019,ACP,5
Spanish 5  ACP,A-,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Spanish 5  ACP,B+,B+,B,B+,,B+,M,12,WL,2451,2019,ACP,5
Italian 5  ACP,B,B,B,C+,,B,F,12,WL,2751,2019,ACP,5
Spanish 5  ACP,A-,A-,A-,B+,,A-,F,12,WL,2451,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
Spanish 3 CP,A,A,B+,A-,,A-,M,12,WL,25321,2019,CP,5
Spanish 5  ACP,A-,B+,NC,NB-,,C+,F,12,WL,2451,2019,ACP,5
Italian 5  ACP,A-,A,A,A-,,A,M,12,WL,2751,2019,ACP,5
Spanish 4 H,A,A,A,A,A,A,M,12,WL,2471,2019,H,5
Novice Spanish 2 ACP,A,A,A,B+,,A,F,12,WL,2321,2019,ACP,5
French 5 ACP,A,A,A-,A,,A,F,12,WL,2151,2019,ACP,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2019,H,5
Spanish 5  ACP,A-,A-,B,B,,B+,F,12,WL,2451,2019,ACP,5
Spanish 2  CP,B-,B-,C+,C,,C+,M,12,WL,2521,2019,CP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Chinese 5 H,A-,A,B,B,,B+,F,12,WL,2951,2019,H,5
Chinese 5 H,A,A,A,A,,A,M,12,WL,2951,2019,H,5
Novice Spanish 2 ACP,A,A-,A,C-,B-,A-,M,12,WL,2321,2019,ACP,5
Chinese 5 H,A,A-,B,B,,B+,M,12,WL,2951,2019,H,5
French 5 ACP,A,B,A,A,,A,F,12,WL,2151,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP French,A,A,A,A-,,A,F,12,WL,2051,2019,H,5
Spanish 3 CP,A,A,A,A-,,A,F,12,WL,25321,2019,CP,5
Chinese 5 H,A-,A,A,A,,A,F,12,WL,2951,2019,H,5
AP Chinese,A,A,A,A,,A,M,12,WL,2961,2019,H,5
Chinese 5 H,B+,A,A-,C-,,B-,M,12,WL,2951,2019,H,5
Italian 2 CP,B+,B,C,D+,,C+,M,12,WL,2771,2019,CP,5
AP Chinese,A,A-,A-,A-,,A-,M,12,WL,2961,2019,H,5
Spanish 5  ACP,A,A,A,A,,A,M,12,WL,2451,2019,ACP,5
AP Italian,A,A,A,A,,A,F,12,WL,2651,2019,H,5
Italian 3  ACP,A-,B+,B-,C-,,B-,M,12,WL,2731,2019,ACP,5
French 5 ACP,A,A,A,A,,A,F,12,WL,2151,2019,ACP,5
Chinese 5  ACP,A,A,A,A,,A,M,12,WL,2991,2019,ACP,5
AP Chinese,A,A,A,A,,A,M,12,WL,2961,2019,H,5
Intermediate Spanish 2 ACP,A-,A-,B+,B,,B+,M,12,WL,2421,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP Latin,A,A,A,A,,A,F,12,WL,28611,2019,H,5
Chinese 3 H,A-,A-,B,A,,A-,M,12,WL,2931,2019,H,5
Italian 4  ACP,B-,C+,B-,C-,,C+,F,12,WL,2741,2019,ACP,5
AP French,A,A,A,A,,A,M,12,WL,2051,2019,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
AP Latin,A,A,A,A,,A,M,12,WL,28611,2019,H,5
AP French,A,A,A,A-,,A,M,12,WL,2051,2019,H,5
Spanish 3  CP,A-,A,A,B,,A-,F,12,WL,2531,2019,CP,5
Spanish 3  ACP,A-,A-,B+,B+,,A-,F,12,WL,2431,2019,ACP,5
Chinese 5 H,A-,A,A-,B-,,A-,F,12,WL,2951,2019,H,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
AP Latin,B+,B+,A-,B,,B+,F,12,WL,28611,2019,H,5
Intermediate Spanish 2 ACP,A,A,A,A,,A,M,12,WL,2421,2019,ACP,5
Independent Study Chinese,A,A,A,A,,A,F,12,WL,2491,2019,N,5
AP Chinese,A,A,A-,A,,A,F,12,WL,2961,2019,H,5
AP Spanish,B,B+,A-,B+,,B+,F,12,WL,2481,2019,H,5
French 4  ACP,A,A,A-,A,,A,F,12,WL,2141,2019,ACP,5
Spanish 3  ACP,A,A,B-,B+,,A-,F,12,WL,2431,2019,ACP,5
Chinese 5  ACP,B+,A-,A,A-,,A-,F,12,WL,2991,2019,ACP,5
Italian 5  ACP,B-,B-,B,C,,B-,F,12,WL,2751,2019,ACP,5
AP Italian,A,A,A,A,,A,M,12,WL,2651,2019,H,5
Italian 5  ACP,B+,A,A,A-,,A-,F,12,WL,2751,2019,ACP,5
Italian 5  ACP,A-,A-,A-,B+,,A-,F,12,WL,2751,2019,ACP,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2019,H,5
Spanish 5  ACP,A-,A,B,C,,B,M,12,WL,2451,2019,ACP,5
Intermediate Spanish 2 ACP,C,B-,C,C,,C,F,12,WL,2421,2019,ACP,5
Spanish 5  ACP,A-,A-,A-,A-,,A-,M,12,WL,2451,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Italian 5  ACP,B+,B+,A-,B+,,B+,M,12,WL,2751,2019,ACP,5
CL Aide World Languages,A-,P,P,P,,P,M,12,WL,2851,2019,N,2
Spanish 5  CP,B+,A-,B,A,,A-,F,12,WL,2551,2019,CP,5
Spanish 3  CP,B-,B,B+,C,,B,M,12,WL,2531,2019,CP,5
Italian 5  ACP,B+,B-,B+,B-,,B,F,12,WL,2751,2019,ACP,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
Chinese 5 H,A,A-,A,A,,A,M,12,WL,2951,2019,H,5
AP Spanish,B,B,B+,B+,,B+,F,12,WL,2481,2019,H,5
Italian 3 H,C+,B-,B,C+,,B-,F,12,WL,2631,2019,H,5
Italian 1 ACP,A,A,A,A,,A,F,12,WL,2711,2019,ACP,5
Spanish 5  ACP,B+,B,B-,C+,,B-,M,12,WL,2451,2019,ACP,5
Chinese 5 H,A,A,A,A,,A,M,12,WL,2951,2019,H,5
Italian 3  ACP,A-,B-,B,D,,B-,F,12,WL,2731,2019,ACP,5
Chinese 5 H,B,B,A,A,,A-,M,12,WL,2951,2019,H,5
Intermediate Spanish 2 ACP,B-,B,B+,B-,,B,M,12,WL,2421,2019,ACP,5
Spanish 2  CP,A,A,A-,A,,A,M,12,WL,2521,2019,CP,5
Spanish 2  CP,A,A-,B+,B,,B+,F,12,WL,2521,2019,CP,5
Italian 5  ACP,A-,A-,B,B+,,B+,M,12,WL,2751,2019,ACP,5
Spanish 4  ACP,B+,A,A,A,,A,M,12,WL,2441,2019,ACP,5
Italian 3  CP,A,A,A-,C,,B+,F,12,WL,2781,2019,CP,5
Spanish 5  CP,A,A,A,A,,A,F,12,WL,2551,2019,CP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP Spanish,A-,A,A-,A-,,A-,F,12,WL,2481,2019,H,5
Spanish 3  CP,B-,B,B,C,,B-,F,12,WL,2531,2019,CP,5
Italian 5  ACP,B,C,B,B,,B,M,12,WL,2751,2019,ACP,5
AP Spanish,A-,A-,A-,A-,,A-,F,12,WL,2481,2019,H,5
Spanish 5  ACP,B+,B+,B+,A-,,B+,F,12,WL,2451,2019,ACP,5
Italian 4  ACP,NC-,C+,B+,C+,,B-,M,12,WL,2741,2019,ACP,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
French 2  ACP,B+,C+,B-,B-,,B-,F,12,WL,2121,2019,ACP,5
CL Aide World Languages,,,P,P,,P,M,12,WL,2851,2019,N,2
AP French,A-,A,A,A,,A,M,12,WL,2051,2019,H,5
AP Chinese,A,A,A,A,,A,M,12,WL,2961,2019,H,5
Chinese 4 H,A,A,A,A-,,A,M,12,WL,2941,2019,H,5
Italian 5  ACP,B,C+,B-,C+,,B-,F,12,WL,2751,2019,ACP,5
AP Italian,A-,A,A,A,,A,F,12,WL,2651,2019,H,5
AP Chinese,A,A-,A,A,,A,M,12,WL,2961,2019,H,5
Italian 4  ACP,B-,B-,B-,C+,,B-,F,12,WL,2741,2019,ACP,5
AP Italian,A,A,A,A,,A,F,12,WL,2651,2019,H,5
Spanish 5  ACP,A-,A,A-,A-,,A-,M,12,WL,2451,2019,ACP,5
Spanish 2  CP,A,A-,B+,A-,,A-,M,12,WL,2521,2019,CP,5
Italian 1 ACP,A,A,A,A,,A,F,12,WL,2711,2019,ACP,5
Spanish 5  ACP,A,A,B,B+,,A-,M,12,WL,2451,2019,ACP,5
AP French,C-,B,C,F,,C,M,12,WL,2051,2019,H,5
Spanish 4  ACP,B,A-,B,A-,B+,A-,M,12,WL,2441,2019,ACP,5
Spanish 5  ACP,A,A,A,B+,,A,M,12,WL,2451,2019,ACP,5
Italian 4  ACP,C,B-,B-,C-,,C+,M,12,WL,2741,2019,ACP,5
Spanish 5  ACP,A-,B+,B+,B+,,B+,F,12,WL,2451,2019,ACP,5
Italian 5  ACP,B+,A-,A-,B,,B+,M,12,WL,2751,2019,ACP,5
French 5 ACP,A,A,A-,B+,,A-,F,12,WL,2151,2019,ACP,5
Spanish 2 CP,A,B,B-,B,,B,F,12,WL,25221,2019,CP,5
AP French,A,A,A-,A,,A,M,12,WL,2051,2019,H,5
Italian 3 H,B,B,A-,A-,,B+,F,12,WL,2631,2019,H,5
Spanish 5  ACP,A-,B+,B,B+,,B+,M,12,WL,2451,2019,ACP,5
French 5 ACP,A,A,A-,B+,,A,F,12,WL,2151,2019,ACP,5
Spanish 5  ACP,B+,B,C,C,,B-,M,12,WL,2451,2019,ACP,5
Italian 5  ACP,B+,B+,A,A-,,A-,M,12,WL,2751,2019,ACP,5
French 3  ACP,B+,A,B+,B,A-,B+,F,12,WL,2131,2019,ACP,5
AP French,A,A,A,A-,,A,F,12,WL,2051,2019,H,5
Spanish 3  CP,B-,B,C,NB-,,B-,M,12,WL,2531,2019,CP,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2019,H,5
Spanish 3  ACP,B+,A,A-,B+,,A-,M,12,WL,2431,2019,ACP,5
Intermediate Spanish 2 ACP,A,A-,B-,F,,C+,M,12,WL,2421,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,M,12,WL,2451,2019,ACP,5
AP French,A,A,A,A,,A,F,12,WL,2051,2019,H,5
Advanced Latin ACP,A,A,A-,A,,A,F,12,WL,2891,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Chinese 5 H,B+,A,B+,B+,,B+,M,12,WL,2951,2019,H,5
French 5 ACP,A,A,A,A,,A,F,12,WL,2151,2019,ACP,5
Intermediate Spanish 2 ACP,A,A,A,A,,A,F,12,WL,2421,2019,ACP,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2019,H,5
Italian 5  ACP,B-,B,B,B,,B,F,12,WL,2751,2019,ACP,5
AP French,A,A,A,A-,,A,F,12,WL,2051,2019,H,5
Chinese 4 H,A,A,A,B+,,A,M,12,WL,2941,2019,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
Spanish 4  ACP,A,A,A,A,,A,M,12,WL,2441,2019,ACP,5
Chinese 4 H,A,A,A,A-,,A,F,12,WL,2941,2019,H,5
Spanish 4 CP,C+,C-,B,D,,C-,M,12,WL,25421,2019,CP,5
Chinese 5 H,A,A,A,A-,,A,F,12,WL,2951,2019,H,5
Novice Spanish 2 ACP,C,NC,C,F,,D+,M,12,WL,2321,2019,ACP,5
Intermediate Spanish 2 ACP,D,D-,NF,F,,F,F,12,WL,2421,2019,ACP,5
Intermediate Spanish 2 ACP,B,B,D-,C-,,C,M,12,WL,2421,2019,ACP,5
Spanish 3  ACP,B+,A-,B-,B-,,B,F,12,WL,2431,2019,ACP,5
Chinese 5 H,A-,A,A,A,,A,F,12,WL,2951,2019,H,5
AP Chinese,A,A-,A-,A-,,A-,M,12,WL,2961,2019,H,5
Advanced Latin ACP,A,A,B+,NA-,,A,M,12,WL,2891,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,M,12,WL,2451,2019,ACP,5
AP French,A,A,A,A,,A,M,12,WL,2051,2019,H,5
Spanish 5  ACP,A-,C+,B,F,,C+,M,12,WL,2451,2019,ACP,5
Italian 4  ACP,B+,B+,B,B,,B,F,12,WL,2741,2019,ACP,5
AP Spanish,A-,A-,A,A,,A,M,12,WL,2481,2019,H,5
Spanish 3  CP,A-,A-,B+,D+,,B,M,12,WL,2531,2019,CP,5
AP Italian,A-,A,A-,A,,A,M,12,WL,2651,2019,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
Spanish 5  ACP,B+,B,B,B-,,B,F,12,WL,2451,2019,ACP,5
Chinese 4 H,A,A,A,A-,,A,F,12,WL,2941,2019,H,5
AP Spanish,A-,A-,A-,A-,,A-,M,12,WL,2481,2019,H,5
AP Spanish,A,A,A,A,,A,F,12,WL,2481,2019,H,5
AP Spanish,B-,B-,B,B,,B,F,12,WL,2481,2019,H,5
AP Italian,A-,A,A,A,,A,M,12,WL,2651,2019,H,5
Spanish 5  ACP,A,A-,B+,B,,A-,F,12,WL,2451,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
AP Italian,A,A,A,A,,A,M,12,WL,2651,2019,H,5
AP French,A-,A,A,A,,A-,F,12,WL,2051,2019,H,5
AP Latin,A,A,A-,A,,A,F,12,WL,28611,2019,H,5
AP Spanish,A,A,A,A,,A,M,12,WL,2481,2019,H,5
Chinese 5 H,A,A,A,A,,A,M,12,WL,2951,2019,H,5
AP Chinese,A,A,A-,A,,A,F,12,WL,2961,2019,H,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2019,H,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Spanish 4  ACP,A,A-,B+,B+,,A-,M,12,WL,2441,2019,ACP,5
Spanish 5  ACP,A-,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Intermediate Spanish 2 ACP,A,A,NA-,NC,,B+,F,12,WL,2421,2019,ACP,5
AP Chinese,A,A,A,A,,A,F,12,WL,2961,2019,H,5
Spanish 3  ACP,B+,A-,A-,D,,B,F,12,WL,2431,2019,ACP,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2019,H,5
Chinese 5 H,A,A,A,A,,A,F,12,WL,2951,2019,H,5
Chinese 5  ACP,A,A,A,A,,A,F,12,WL,2991,2019,ACP,5
Spanish 5  ACP,A,A,A,A,,A,F,12,WL,2451,2019,ACP,5
Contemporary Voices CP,C,B+,B,A,,B,M,12,ELA,1491,2018,CP,5
Diverse Persp Literature ACP,A-,B+,B,B+,,B+,F,12,ELA,1331,2018,ACP,5
Art and Technique of Film H,A-,A,A-,A,,A-,F,12,ELA,1361,2018,H,5
Art and Technique of Film ACP,A-,A-,B+,A,,A-,F,12,ELA,1371,2018,ACP,5
Art and Technique of Film H,A-,A-,B+,A-,,A-,M,12,ELA,1361,2018,H,5
Art and Technique of Film H,B,B,B,B-,,B,M,12,ELA,1361,2018,H,5
Diverse Persp Literature ACP,A,A,A,A,,A,M,12,ELA,1331,2018,ACP,5
Philosophy of Literature ACP,B-,B+,B,B-,,B,M,12,ELA,13141,2018,ACP,5
Lit and Comp for College ACP,A-,A,A-,A,,A,M,12,ELA,1421,2018,ACP,5
Diverse Persp Literature ACP,B+,B+,A-,A-,,B+,M,12,ELA,1331,2018,ACP,5
Diverse Perspectives in Lit H,B+,B,A-,B+,,B+,F,12,ELA,1321,2018,H,5
Lit and Comp for College CP,C,C+,B-,C,,C+,M,12,ELA,1431,2018,CP,5
Art and Technique of Film H,A-,B+,A-,B,,B+,M,12,ELA,1361,2018,H,5
Art and Technique of Film ACP,A,A-,B,B+,,B+,F,12,ELA,1371,2018,ACP,5
Art and Technique of Film ACP,A,A-,B+,A,,A-,F,12,ELA,1371,2018,ACP,5
CAPS: English,,,P,P,,P,M,12,ELA,1601,2018,N,2.5
Art and Technique of Film H,A-,A,A-,A-,,A-,F,12,ELA,1361,2018,H,5
Hiphop: LitCultureMusic ACP,A-,A-,B+,A-,,A-,F,12,ELA,1441,2018,ACP,5
Asian American Literature ACP,B+,C,C,B,,B-,F,12,ELA,1391,2018,ACP,5
Creative  Writing,,,B,B,,B,F,12,ELA,1611,2018,N,2.5
Diverse Perspectives in Lit H,A,A-,A-,A-,,A-,F,12,ELA,1321,2018,H,5
Diverse Persp Literature ACP,A-,B,A-,A,,A-,F,12,ELA,1331,2018,ACP,5
Art and Technique of Film ACP,A-,B,A-,A-,,B+,F,12,ELA,1371,2018,ACP,5
Art and Technique of Film ACP,B,B-,B,B+,,B,M,12,ELA,1371,2018,ACP,5
Hiphop: LitCultureMusic CP,B-,C+,B-,B,,B-,F,12,ELA,1451,2018,CP,5
Asian American Literature ACP,A,A-,A,A,,A,F,12,ELA,1391,2018,ACP,5
The Short Story H,A,A,A,A,,A,M,12,ELA,1341,2018,H,5
Art and Technique of Film ACP,A-,A-,B+,B+,,B+,M,12,ELA,1371,2018,ACP,5
Hiphop: LitCultureMusic CP,B+,C,B,B+,,B,M,12,ELA,1451,2018,CP,5
Hiphop: LitCultureMusic ACP,B-,A-,C,A,,B,M,12,ELA,1441,2018,ACP,5
The Short Story H,A,A,A,A,,A,F,12,ELA,1341,2018,H,5
Art and Technique of Film H,A,A,A,A,,A,F,12,ELA,1361,2018,H,5
Hiphop: LitCultureMusic ACP,A-,A,A-,A,,A,M,12,ELA,1441,2018,ACP,5
AP English 12,B+,A,B+,B+,,B+,F,12,ELA,1301,2018,H,5
Art and Technique of Film H,A-,A,A,A-,,A,F,12,ELA,1361,2018,H,5
Art and Technique of Film ACP,A,B+,B+,F,,C+,F,12,ELA,1371,2018,ACP,5
Horror & SciFi Literature ACP,A-,B,B,D-,,C+,F,12,ELA,1501,2018,ACP,5
Hiphop: LitCultureMusic ACP,B+,B+,C+,B,,B,M,12,ELA,1441,2018,ACP,5
Diverse Perspectives in Lit H,A-,A,A,A,,A,F,12,ELA,1321,2018,H,5
Contemporary Voices ACP,A,A,A,A,,A,F,12,ELA,1481,2018,ACP,5
The Short Story ACP,A-,A-,B+,A-,,A-,F,12,ELA,1351,2018,ACP,5
Art and Technique of Film ACP,B,B,A-,B+,,B+,M,12,ELA,1371,2018,ACP,5
Hiphop: LitCultureMusic ACP,A-,A,A,B+,,A,F,12,ELA,1441,2018,ACP,5
Contemporary Voices ACP,A,A,A,A,,A,F,12,ELA,1481,2018,ACP,5
AP English 12,A-,A,A,A,,A,F,12,ELA,1301,2018,H,5
Lit and Comp for College ACP,A-,A-,A,A,,A,F,12,ELA,1421,2018,ACP,5
Hiphop: LitCultureMusic ACP,B,B+,A-,B+,,B+,M,12,ELA,1441,2018,ACP,5
Hiphop: LitCultureMusic ACP,A,A,A,A-,,A,M,12,ELA,1441,2018,ACP,5
Asian American Literature ACP,A-,B+,A-,A-,,A-,F,12,ELA,1391,2018,ACP,5
Asian American Literature H,B+,A-,A,A-,,A-,F,12,ELA,1381,2018,H,5
Hiphop: LitCultureMusic ACP,A,A,A,A,,A,F,12,ELA,1441,2018,ACP,5
Hiphop: LitCultureMusic CP,C+,D+,B,D,,C,M,12,ELA,1451,2018,CP,5
Lit and Comp for College CP,B-,C,C,C+,,C+,M,12,ELA,1431,2018,CP,5
Horror & SciFi Literature ACP,A,A-,B+,B-,,B+,M,12,ELA,1501,2018,ACP,5
Hiphop: LitCultureMusic ACP,B,C+,B-,C+,,B-,M,12,ELA,1441,2018,ACP,5
Horror & SciFi Literature ACP,A,A,A,A-,,A,M,12,ELA,1501,2018,ACP,5
AP English 12,A-,A-,B+,B,,B+,F,12,ELA,1301,2018,H,5
Horror & SciFi Literature ACP,C,C-,D,D+,,D+,M,12,ELA,1501,2018,ACP,5
AP English 12,B,B,B,B,,B,F,12,ELA,1301,2018,H,5
Lit and Comp for College ACP,A-,A-,A-,B-,,A-,F,12,ELA,1421,2018,ACP,5
Hiphop: LitCultureMusic CP,D+,C,C,C-,,C-,F,12,ELA,1451,2018,CP,5
Horror & SciFi Literature ACP,C+,C+,C,B,,C+,M,12,ELA,1501,2018,ACP,5
Art and Technique of Film ACP,B,B,B+,B+,,B+,M,12,ELA,1371,2018,ACP,5
Hiphop: LitCultureMusic ACP,B-,B,B-,B,,B,F,12,ELA,1441,2018,ACP,5
