,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,ID,Team,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,Season,ID
23,Milwaukee,82,48.7,97.7,37.2,85.3,.436,7.9,22.1,.356,15.4,20.4,.755,11.8,31.2,43.0,21.2,7.1,4.7,13.2,22.2,2010,Milwaukee2010,Milwaukee,.518,.482,154.6,26.2,76.4,50.1,57.0,12.3,7.6,7.6,1.1,57.3,104.9,103.1,1.8,"7,633.6",91.7,2010,Milwaukee2010
30,Milwaukee,82,48.4,91.9,34.3,79.8,.430,5.9,17.2,.342,17.4,22.9,.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,2011,Milwaukee2011,Milwaukee,.511,.467,152.8,24.7,74.8,49.1,54.9,13.0,8.3,7.9,1.2,53.0,101.6,102.5,-0.9,"7,416.5",89.8,2011,Milwaukee2011
5,Milwaukee,66,48.1,99.0,37.9,85.6,.443,6.6,19.2,.345,16.6,21.4,.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,2012,Milwaukee2012,Milwaukee,.521,.481,156.1,27.7,70.9,48.7,62.0,12.9,8.9,8.0,1.2,62.3,105.5,105.2,0.3,"6,197.0",93.7,2012,Milwaukee2012
12,Milwaukee,82,48.4,98.9,38.1,87.8,.435,7.3,20.4,.360,15.3,20.7,.736,13.0,30.9,44.0,22.9,8.4,6.7,14.1,19.0,2013,Milwaukee2013,Milwaukee,.510,.476,153.0,27.9,71.3,48.8,60.0,12.7,8.7,10.1,1.1,62.7,103.6,105.2,-1.6,"7,823.7",94.7,2013,Milwaukee2013
28,Milwaukee,82,48.5,95.5,36.0,82.2,.438,6.7,18.9,.353,16.8,22.5,.747,11.8,29.3,41.1,21.5,6.6,4.9,15.1,20.9,2014,Milwaukee2014,Milwaukee,.519,.479,153.8,27.1,71.4,48.6,59.6,14.1,7.1,8.2,1.2,55.0,103.0,111.8,-8.8,"7,601.7",91.8,2014,Milwaukee2014
22,Milwaukee,82,48.6,97.8,37.6,82.0,.459,6.6,18.3,.363,16.0,21.1,.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,2015,Milwaukee2015,Milwaukee,.536,.499,157.9,25.4,73.3,49.5,62.7,15.5,10.1,8.6,1.2,60.0,102.7,102.2,0.4,"7,814.0",94.1,2015,Milwaukee2015
25,Milwaukee,82,48.4,99.0,38.4,82.2,.467,5.4,15.6,.345,17.0,22.7,.747,10.5,31.2,41.7,23.1,8.2,5.8,15.2,20.7,2016,Milwaukee2016,Milwaukee,.537,.499,155.8,24.9,73.1,49.2,60.3,14.2,8.6,10.2,1.2,61.5,104.3,108.7,-4.4,"7,786.2",94.2,2016,Milwaukee2016
20,Milwaukee,82,48.2,103.6,38.8,81.9,.474,8.8,23.7,.370,17.2,22.4,.768,8.8,31.6,40.4,24.2,8.1,5.3,13.9,20.2,2017,Milwaukee2017,Milwaukee,.565,.527,161.2,21.5,75.4,48.8,62.4,13.2,8.5,9.7,1.3,66.2,109.1,109.3,-0.2,"7,787.7",94.5,2017,Milwaukee2017
15,Milwaukee,82,48.4,106.5,39.7,83.0,.478,8.8,24.7,.355,18.3,23.4,.783,8.4,31.5,39.8,23.2,8.8,5.4,13.8,21.4,2018,Milwaukee2018,Milwaukee,.571,.531,161.6,20.4,75.9,48.3,58.5,12.9,9.1,9.6,1.3,66.5,109.8,110.1,-0.3,"7,950.5",96.2,2018,Milwaukee2018
1,Milwaukee,82,48.2,118.1,43.4,91.1,.476,13.5,38.2,.353,17.9,23.2,.773,9.3,40.4,49.7,26.0,7.5,5.9,13.9,19.6,2019,Milwaukee2019,Milwaukee,.583,.550,160.1,20.8,80.3,52.3,60.1,12.0,7.2,10.4,1.3,80.0,113.8,105.2,8.5,"8,512.5",103.3,2019,Milwaukee2019
1,Milwaukee,73,48.2,118.7,43.3,90.9,.476,13.8,38.9,.355,18.3,24.7,.742,9.5,42.2,51.7,25.9,7.2,5.9,15.1,19.6,2020,Milwaukee2020,Milwaukee,.583,.552,157.3,20.7,81.7,53.0,59.8,12.9,6.8,10.7,1.3,80.0,112.4,102.9,9.5,"7,707.3",105.1,2020,Milwaukee2020
1,Milwaukee,72,48.1,120.1,44.7,91.8,.487,14.4,37.1,.389,16.2,21.4,.760,10.3,37.8,48.1,25.5,8.1,4.6,13.8,17.3,2021,Milwaukee2021,Milwaukee,.593,.566,163.6,23.3,79.7,52.6,56.9,12.0,7.9,8.5,1.3,81.2,117.2,111.4,5.7,"7,380.3",102.2,2021,Milwaukee2021
3,Milwaukee,82,48.2,115.5,41.8,89.4,.468,14.1,38.4,.366,17.8,22.9,.776,10.2,36.5,46.7,23.9,7.6,4.0,13.4,18.2,2022,Milwaukee2022,Milwaukee,.580,.546,160.9,23.0,78.6,51.4,57.2,11.9,7.6,7.9,1.3,75.0,115.1,111.8,3.3,"8,224.3",99.9,2022,Milwaukee2022
8,Milwaukee,82,48.4,116.9,42.7,90.4,.473,14.8,40.3,.368,16.6,22.4,.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,2023,Milwaukee2023,Milwaukee,.583,.555,158.3,25.0,77.8,52.4,60.4,12.7,6.3,8.3,1.3,77.3,115.5,111.9,3.6,"8,304.9",100.5,2023,Milwaukee2023
13,Minnesota,82.0,48.5,98.5,39.3,84.3,0.467,3.0,8.7,0.346,16.8,21.6,0.78,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,2000,Minnesota2000,Minnesota,0.525,0.485,159.3,29.4,73.0,50.9,68.4,12.9,8.2,8.1,1.2,63.1,106.1,103.4,2.7,"7,611.5",91.8,2000,Minnesota2000
7,Minnesota,82,48.4,97.3,38.4,83.8,.458,3.9,11.0,.357,16.6,21.2,.785,12.2,30.1,42.3,25.4,8.3,5.6,14.0,23.2,2001,Minnesota2001,Minnesota,.523,.482,160.1,28.6,71.9,50.0,66.2,13.1,9.0,8.2,1.2,62.1,105.1,103.7,1.5,"7,591.7",91.9,2001,Minnesota2001
5,Minnesota,82,48.3,99.3,38.7,84.0,.461,4.8,12.8,.378,17.1,21.4,.798,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,2002,Minnesota2002,Minnesota,.532,.490,163.7,31.3,73.7,52.8,62.8,12.5,7.0,8.0,1.2,63.4,109.0,105.3,3.7,"7,471.1",90.5,2002,Minnesota2002
7,Minnesota,82,48.3,98.1,38.7,83.0,.466,3.6,9.8,.368,17.1,22.3,.770,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,2003,Minnesota2003,Minnesota,.528,.488,160.4,28.2,72.9,51.1,65.3,12.9,7.3,7.9,1.2,63.1,106.0,103.8,2.2,"7,587.2",91.9,2003,Minnesota2003
10,Minnesota,82,48.2,94.5,37.0,80.1,.462,4.0,10.9,.363,16.6,21.3,.781,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,2004,Minnesota2004,Minnesota,.528,.486,160.6,26.7,72.5,50.9,62.3,12.4,7.6,8.5,1.2,61.1,106.0,99.8,6.2,"7,314.5",88.9,2004,Minnesota2004
16,Minnesota,82,48.2,96.8,37.1,80.8,.459,4.8,14.0,.345,17.7,22.2,.796,11.5,31.5,43.0,23.4,5.6,5.5,13.2,21.6,2005,Minnesota2005,Minnesota,.534,.489,160.0,28.6,71.4,51.0,63.0,12.7,6.3,8.1,1.2,60.9,108.2,106.6,1.6,"7,332.9",89.1,2005,Minnesota2005
28,Minnesota,82,48.4,91.7,35.2,77.3,.456,3.8,11.5,.329,17.5,23.1,.758,9.9,29.5,39.4,20.9,6.8,5.7,14.0,23.0,2006,Minnesota2006,Minnesota,.524,.480,154.2,25.2,71.3,48.9,59.4,13.8,7.7,9.0,1.2,53.8,103.0,105.1,-2.1,"7,300.8",88.2,2006,Minnesota2006
20,Minnesota,82,48.8,96.1,36.5,79.3,.461,4.7,13.3,.353,18.3,23.1,.792,10.0,30.2,40.2,22.5,6.5,4.0,15.6,21.4,2007,Minnesota2007,Minnesota,.537,.490,160.6,25.1,72.1,49.2,61.7,14.8,7.0,6.2,1.2,55.1,103.9,107.9,-4.0,"7,581.3",91.0,2007,Minnesota2007
26,Minnesota,82,48.1,95.6,37.5,83.1,.451,5.4,15.4,.350,15.2,20.6,.736,11.8,29.6,41.4,19.9,7.5,3.7,14.5,23.0,2008,Minnesota2008,Minnesota,.518,.484,153.7,27.5,73.6,49.8,53.0,13.6,8.2,6.2,1.1,53.7,103.8,111.2,-7.4,"7,552.2",91.9,2008,Minnesota2008
21,Minnesota,82,48.3,97.8,36.4,82.5,.441,6.6,18.8,.353,18.3,23.9,.769,11.9,29.8,41.7,20.4,6.2,3.9,14.2,21.8,2009,Minnesota2009,Minnesota,.526,.481,156.3,27.7,75.0,50.5,56.1,13.3,6.8,6.3,1.2,55.2,106.1,111.4,-5.3,"7,558.0",91.6,2009,Minnesota2009
20,Minnesota,82,48.2,98.2,37.9,84.4,.449,4.9,14.4,.341,17.5,23.5,.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,2010,Minnesota2010,Minnesota,.518,.478,153.5,26.7,73.6,49.7,52.4,14.6,7.6,5.8,1.2,54.2,101.6,111.6,-9.9,"7,920.4",96.1,2010,Minnesota2010
10,Minnesota,82,48.2,101.1,37.7,85.5,.441,7.2,19.1,.376,18.5,24.1,.768,13.2,31.2,44.4,20.1,7.2,5.1,17.0,22.3,2011,Minnesota2011,Minnesota,.526,.483,158.5,29.6,73.7,51.1,53.4,15.1,7.5,8.1,1.2,57.0,104.2,111.1,-6.8,"7,950.3",96.5,2011,Minnesota2011
10,Minnesota,66,48.3,97.9,35.7,82.3,.433,7.2,21.6,.332,19.4,25.2,.771,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,2012,Minnesota2012,Minnesota,.524,.477,153.7,27.5,73.0,50.2,54.8,14.0,7.0,6.6,1.2,57.0,104.3,106.6,-2.3,"6,197.2",93.3,2012,Minnesota2012
20,Minnesota,82,48.1,95.7,35.9,81.7,.439,5.5,18.0,.305,18.5,24.9,.742,11.9,30.2,42.0,22.4,8.5,4.7,14.8,18.4,2013,Minnesota2013,Minnesota,.516,.473,148.6,27.4,74.0,49.9,62.4,13.8,9.2,7.6,1.2,59.2,102.9,105.4,-2.5,"7,632.2",92.8,2013,Minnesota2013
3,Minnesota,82,48.4,106.9,38.9,87.5,.444,7.3,21.4,.341,21.8,28.1,.778,12.5,32.2,44.7,23.9,8.8,3.6,13.9,18.3,2014,Minnesota2014,Minnesota,.535,.486,156.4,27.4,74.4,50.3,61.6,12.2,8.9,5.7,1.2,66.6,108.9,106.2,2.7,"8,051.3",97.3,2014,Minnesota2014
23,Minnesota,82,48.3,97.8,36.4,83.2,.438,5.0,14.9,.332,20.0,25.7,.776,11.6,29.3,40.9,21.6,8.1,4.0,15.0,19.2,2015,Minnesota2015,Minnesota,.517,.468,154.6,26.6,71.6,48.4,59.3,13.7,8.6,6.5,1.2,56.7,102.9,112.2,-9.3,"7,790.4",94.4,2015,Minnesota2015
15,Minnesota,82,48.5,102.4,37.7,81.3,.464,5.5,16.4,.338,21.4,27.0,.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,2016,Minnesota2016,Minnesota,.549,.498,159.4,24.3,74.7,49.8,61.9,13.9,8.3,7.7,1.3,62.3,106.5,110.1,-3.7,"7,887.8",95.2,2016,Minnesota2016
13,Minnesota,82,48.3,105.6,39.5,84.4,.467,7.3,21.0,.349,19.3,24.2,.799,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,2017,Minnesota2017,Minnesota,.555,.511,161.5,27.2,75.9,51.2,60.0,12.8,8.4,8.0,1.3,66.2,110.9,112.0,-1.2,"7,808.2",94.6,2017,Minnesota2017
8,Minnesota,82,48.3,109.5,41.0,86.1,.476,8.0,22.5,.357,19.4,24.1,.804,10.3,31.6,42.0,22.7,8.4,4.2,12.5,18.2,2018,Minnesota2018,Minnesota,.566,.523,163.7,24.4,76.4,50.1,55.3,11.5,8.7,7.6,1.3,69.2,113.2,110.9,2.3,"7,933.2",96.1,2018,Minnesota2018
13,Minnesota,82,48.4,112.5,41.6,91.3,.456,10.1,28.7,.351,19.1,24.3,.787,11.3,33.5,44.8,24.6,8.3,5.0,13.1,20.3,2019,Minnesota2019,Minnesota,.552,.511,159.4,24.6,74.9,49.5,59.1,11.4,8.3,8.9,1.2,71.1,111.4,112.9,-1.5,"8,275.7",100.2,2019,Minnesota2019
12,Minnesota,64,48.6,113.3,40.4,91.6,.441,13.3,39.7,.336,19.1,25.4,.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,2020,Minnesota2020,Minnesota,.551,.514,153.0,22.1,77.2,48.6,59.0,13.0,8.3,9.7,1.2,68.6,108.1,112.2,-4.1,"6,703.4",103.4,2020,Minnesota2020
18,Minnesota,72,48.3,112.1,40.7,90.9,.448,13.1,37.6,.349,17.6,23.1,.761,10.5,33.0,43.5,25.6,8.8,5.5,14.3,20.9,2021,Minnesota2021,Minnesota,.555,.520,155.8,22.7,76.8,48.7,63.0,12.4,8.6,9.9,1.2,71.0,109.5,115.0,-5.4,"7,370.0",101.6,2021,Minnesota2021
1,Minnesota,82,48.2,115.9,41.6,91.0,.457,14.8,41.3,.358,18.0,23.1,.778,11.2,32.9,44.2,25.7,8.8,5.6,14.3,21.8,2022,Minnesota2022,Minnesota,.573,.539,159.3,24.4,74.9,49.0,61.7,12.4,8.7,11.2,1.3,74.5,114.3,111.7,2.6,"8,316.2",100.9,2022,Minnesota2022
13,Minnesota,82,48.4,115.8,42.9,87.4,.490,12.2,33.3,.365,17.9,23.7,.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,2023,Minnesota2023,Minnesota,.592,.560,161.1,21.5,74.3,48.4,61.0,13.6,7.9,9.8,1.3,73.2,113.7,113.8,0.0,"8,347.1",101.0,2023,Minnesota2023
15,New Jersey,82.0,48.4,98.0,36.3,83.9,0.433,5.8,16.8,0.347,19.5,24.9,0.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,2000,New Jersey2000,New Jersey,0.517,0.468,156.5,28.1,67.2,47.0,56.7,12.6,9.4,6.9,1.2,56.6,105.2,106.3,-1.1,"7,642.2",92.5,2000,New Jersey2000
23,New Jersey,82,48.1,92.1,33.9,79.9,.425,4.4,13.2,.333,19.9,26.2,.759,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,2001,New Jersey2001,New Jersey,.504,.452,151.7,25.7,70.1,47.3,57.6,13.9,8.6,7.7,1.2,50.2,100.0,105.5,-5.5,"7,550.2",91.8,2001,New Jersey2001
13,New Jersey,82,48.4,96.2,37.1,83.1,.446,4.9,14.6,.338,17.1,23.3,.735,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.2,2002,New Jersey2002,New Jersey,.515,.476,151.9,29.2,71.6,50.3,65.4,13.4,9.4,8.9,1.2,61.8,103.9,99.4,4.5,"7,593.5",91.9,2002,New Jersey2002
14,New Jersey,82,48.2,95.4,35.4,80.3,.441,4.2,12.7,.332,20.3,26.8,.757,12.1,30.8,42.9,23.0,8.7,4.6,14.8,21.6,2003,New Jersey2003,New Jersey,.518,.468,153.1,28.7,73.1,50.9,64.9,13.8,9.5,7.1,1.2,59.0,103.8,98.1,5.7,"7,536.4",91.6,2003,New Jersey2003
23,New Jersey,82,48.1,90.3,34.3,77.7,.441,4.6,13.7,.336,17.0,22.6,.753,10.5,30.2,40.7,24.5,8.6,3.9,14.6,21.0,2004,New Jersey2004,New Jersey,.515,.471,153.0,25.9,73.9,49.9,71.4,14.3,9.7,6.3,1.2,57.1,101.2,98.4,2.8,"7,316.5",89.1,2004,New Jersey2004
29,New Jersey,82,48.5,91.4,33.6,78.3,.429,5.3,14.7,.362,19.0,24.9,.763,10.4,29.1,39.5,21.6,7.9,3.8,14.1,24.2,2005,New Jersey2005,New Jersey,.512,.463,155.3,25.5,73.2,49.0,64.4,13.7,8.8,6.4,1.2,51.7,101.5,103.2,-1.7,"7,386.0",89.1,2005,New Jersey2005
24,New Jersey,82,48.2,93.8,33.9,77.0,.440,5.8,17.6,.330,20.2,26.7,.758,10.0,31.0,41.0,23.0,6.8,3.4,13.2,23.2,2006,New Jersey2006,New Jersey,.528,.478,152.8,24.0,76.3,49.8,67.8,12.9,7.6,5.7,1.2,56.1,104.4,102.9,1.5,"7,365.8",89.4,2006,New Jersey2006
15,New Jersey,82,48.5,97.6,35.5,77.8,.457,7.4,20.4,.363,19.1,26.3,.727,10.0,30.8,40.8,23.9,6.1,3.3,14.8,22.8,2007,New Jersey2007,New Jersey,.546,.504,154.7,24.6,74.4,49.7,67.4,14.2,6.6,5.4,1.3,57.5,105.7,106.6,-0.8,"7,567.5",91.4,2007,New Jersey2007
25,New Jersey,82,48.4,95.8,34.8,78.7,.443,6.1,17.4,.348,20.1,27.3,.736,11.1,30.7,41.9,23.5,6.4,4.8,15.0,22.6,2008,New Jersey2008,New Jersey,.528,.481,152.7,26.6,73.8,50.1,67.4,14.2,6.9,7.7,1.2,57.1,103.9,109.4,-5.5,"7,562.1",91.5,2008,New Jersey2008
20,New Jersey,82,48.4,98.1,35.7,79.7,.448,8.0,21.2,.376,18.8,24.1,.779,10.4,29.5,39.8,20.0,6.8,4.8,13.1,22.4,2009,New Jersey2009,New Jersey,.543,.497,160.2,25.2,73.5,49.0,55.9,12.7,7.5,8.1,1.2,57.0,108.3,111.0,-2.7,"7,427.8",89.9,2009,New Jersey2009
30,New Jersey,82,48.2,92.4,34.3,79.9,.429,4.6,14.5,.318,19.2,24.6,.780,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,2010,New Jersey2010,New Jersey,.509,.458,152.7,25.1,71.8,47.4,54.7,13.7,7.6,7.4,1.2,51.3,100.6,110.5,-9.9,"7,529.0",91.4,2010,New Jersey2010
28,New Jersey,82,48.8,94.2,35.6,81.0,.440,5.6,16.3,.343,17.4,22.9,.759,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,2011,New Jersey2011,New Jersey,.517,.474,154.2,26.1,74.2,49.4,59.0,13.4,6.1,7.4,1.2,52.9,103.1,109.9,-6.8,"7,492.5",89.9,2011,New Jersey2011
24,New Jersey,66,48.2,93.1,34.3,80.6,.425,7.7,22.4,.342,16.9,21.7,.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,2012,New Jersey2012,New Jersey,.516,.473,154.4,27.8,70.7,48.6,58.0,14.3,8.3,6.3,1.2,53.4,102.9,109.6,-6.6,"5,968.0",90.1,2012,New Jersey2012
19,New Orleans,82,48.5,93.9,35.5,81.6,.435,4.9,13.1,.376,17.9,23.3,.768,13.4,30.2,43.6,22.0,8.0,4.8,14.9,21.6,2003,New Orleans2003,New Orleans,.511,.465,157.9,31.7,73.1,52.2,62.0,14.0,8.8,7.1,1.1,56.9,103.8,101.4,2.3,"7,419.0",89.5,2003,New Orleans2003
17,New Orleans,82,48.4,91.8,33.8,80.5,.420,6.5,20.3,.319,17.7,23.6,.751,13.3,29.5,42.8,20.9,8.6,4.2,14.8,20.9,2004,New Orleans2004,New Orleans,.505,.460,148.9,30.6,71.3,50.4,61.9,14.0,9.6,6.7,1.1,55.0,102.5,102.6,-0.1,"7,343.5",88.9,2004,New Orleans2004
30,New Orleans,82,48.6,88.4,33.1,80.0,.415,5.1,16.0,.315,17.1,22.3,.766,12.4,27.8,40.2,21.0,6.7,3.8,14.8,23.0,2005,New Orleans2005,New Orleans,.493,.446,149.6,29.1,70.7,49.0,63.4,14.2,7.6,6.3,1.1,48.2,99.7,107.7,-8.0,"7,271.5",87.6,2005,New Orleans2005
25,New Orleans,82,48.3,92.8,34.5,78.4,.440,3.7,10.8,.339,20.1,26.5,.758,11.2,29.0,40.2,18.5,7.5,3.8,13.2,21.8,2006,New Orleans2006,New Orleans,.515,.464,153.7,26.9,73.4,49.5,53.7,12.7,8.4,6.5,1.2,52.0,104.0,107.2,-3.2,"7,318.0",88.7,2006,New Orleans2006
25,New Orleans,82,48.5,95.5,36.2,81.4,.445,5.5,15.3,.362,17.5,23.7,.740,12.5,30.6,43.1,18.7,6.4,4.2,14.5,19.8,2007,New Orleans2007,New Orleans,.520,.479,154.7,29.1,74.7,51.4,51.7,13.6,7.0,6.9,1.2,54.5,104.8,106.5,-1.7,"7,473.5",90.2,2007,New Orleans2007
9,New Orleans,82,48.3,100.9,38.6,82.9,.466,7.7,19.8,.389,16.0,20.8,.769,11.4,30.4,41.8,21.8,7.8,3.9,11.9,18.7,2008,New Orleans2008,New Orleans,.548,.512,162.3,27.0,75.4,50.6,56.4,11.4,8.6,6.4,1.2,64.1,111.5,105.7,5.8,"7,417.1",89.9,2008,New Orleans2008
26,New Orleans,82,48.2,95.8,35.5,77.6,.457,6.8,18.6,.364,18.0,22.4,.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,2009,New Orleans2009,New Orleans,.548,.501,162.8,24.6,74.9,49.8,55.3,12.5,8.2,7.2,1.2,57.9,108.7,107.0,1.8,"7,227.3",87.8,2009,New Orleans2009
17,New Orleans,82,48.4,100.2,38.8,83.4,.464,7.0,19.2,.363,15.8,20.3,.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,2010,New Orleans2010,New Orleans,.543,.506,160.6,24.8,73.8,48.9,57.5,12.7,8.2,5.8,1.2,60.5,107.4,110.1,-2.6,"7,652.7",92.6,2010,New Orleans2010
27,New Orleans,82,48.4,94.9,35.9,78.2,.459,5.4,15.0,.360,17.7,23.1,.765,10.0,30.1,40.1,20.6,7.6,4.4,13.0,21.0,2011,New Orleans2011,New Orleans,.537,.493,158.5,25.1,76.2,50.5,57.4,12.8,8.5,7.6,1.2,57.3,106.2,105.2,1.0,"7,330.2",88.7,2011,New Orleans2011
29,New Orleans,66,48.3,89.6,34.8,77.3,.451,3.9,11.8,.333,16.0,21.2,.757,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,2012,New Orleans2012,New Orleans,.517,.476,154.1,27.5,73.1,50.7,59.5,15.2,8.3,8.2,1.2,53.6,100.9,105.1,-4.2,"5,865.4",88.3,2012,New Orleans2012
25,New Orleans,82,48.2,94.1,36.0,80.4,.448,6.5,18.0,.363,15.5,20.0,.776,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,2013,New Orleans2013,New Orleans,.528,.489,158.7,29.2,74.4,51.4,58.2,14.0,7.1,9.3,1.2,56.8,105.7,110.1,-4.3,"7,296.6",88.5,2013,New Orleans2013
18,New Orleans,82,48.4,99.7,37.8,82.5,.459,5.9,15.9,.373,18.2,23.6,.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,2014,New Orleans2014,New Orleans,.537,.495,160.1,26.9,73.8,50.0,56.3,12.9,8.5,11.0,1.2,60.8,107.2,110.1,-2.9,"7,625.4",92.2,2014,New Orleans2014
16,New Orleans,82,48.2,99.4,37.9,82.9,.457,7.1,19.3,.370,16.4,21.8,.751,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,2015,New Orleans2015,New Orleans,.537,.501,157.9,27.1,75.1,51.1,58.1,12.5,7.3,9.8,1.2,63.7,108.2,107.3,0.9,"7,529.5",91.4,2015,New Orleans2015
13,New Orleans,82,48.2,102.7,38.5,85.9,.448,8.6,23.8,.360,17.3,22.2,.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,2016,New Orleans2016,New Orleans,.537,.498,158.4,21.2,78.8,49.0,57.7,12.3,7.9,7.1,1.2,61.8,105.6,109.5,-3.9,"7,976.6",96.8,2016,New Orleans2016
19,New Orleans,82,48.5,104.3,39.1,87.0,.450,9.4,26.8,.350,16.7,22.3,.750,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,2017,New Orleans2017,New Orleans,.539,.504,155.0,18.5,76.8,47.5,58.2,11.7,7.9,9.3,1.2,65.8,105.2,107.4,-2.1,"8,129.7",98.0,2017,New Orleans2017
3,New Orleans,82,48.7,111.7,42.7,88.3,.483,10.2,28.2,.362,16.1,20.9,.772,8.7,35.7,44.4,26.8,8.0,5.9,15.2,19.1,2018,New Orleans2018,New Orleans,.573,.541,161.7,20.0,76.7,49.4,62.7,13.5,7.8,9.6,1.3,73.2,109.2,108.0,1.3,"8,386.9",100.9,2018,New Orleans2018
3,New Orleans,82,48.2,115.4,43.7,92.2,.473,10.3,29.9,.344,17.8,23.4,.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,2019,New Orleans2019,New Orleans,.563,.529,157.8,24.1,76.8,50.8,61.9,12.6,7.2,9.1,1.3,74.9,111.4,112.6,-1.3,"8,500.9",103.3,2019,New Orleans2019
5,New Orleans,72,48.4,115.8,42.6,91.7,.464,13.6,36.9,.370,17.1,23.4,.729,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,2020,New Orleans2020,New Orleans,.568,.539,156.3,24.2,77.8,50.9,63.0,13.9,7.2,8.6,1.3,72.9,110.7,112.0,-1.2,"7,533.3",103.7,2020,New Orleans2020
9,New Orleans,72,48.4,114.6,42.5,89.1,.477,10.6,30.4,.348,19.0,26.1,.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,2021,New Orleans2021,New Orleans,.570,.537,155.4,26.3,80.0,53.1,61.2,12.7,7.5,8.5,1.3,75.1,113.5,113.8,-0.3,"7,268.6",100.1,2021,New Orleans2021
21,New Orleans,82,48.2,109.3,40.2,88.0,.457,10.6,32.1,.332,18.3,23.2,.789,12.0,33.2,45.2,25.0,8.3,4.0,14.0,19.7,2022,New Orleans2022,New Orleans,.557,.517,157.8,26.9,78.2,52.0,62.1,12.5,8.5,8.0,1.2,70.5,112.0,113.0,-1.0,"8,003.3",97.2,2022,New Orleans2022
15,New Orleans,82,48.4,114.4,42.0,87.6,.480,11.0,30.1,.364,19.3,24.4,.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,2023,New Orleans2023,New Orleans,.582,.543,163.7,24.7,77.4,51.1,61.6,12.9,8.3,8.1,1.3,73.0,114.4,112.5,1.9,"8,194.8",99.1,2023,New Orleans2023
27,New York,82.0,48.4,92.1,35.3,77.7,0.455,4.3,11.4,0.375,17.2,22.0,0.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,2000,New York2000,New York,0.527,0.482,161.0,24.7,73.1,49.7,54.8,14.4,7.0,6.7,1.2,50.9,102.5,100.9,1.6,"7,368.2",89.2,2000,New York2000
28,New York,82,48.5,88.7,33.6,75.6,.444,4.8,13.6,.351,16.8,21.1,.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,2001,New York2001,New York,.523,.476,159.1,24.2,74.3,50.1,55.2,14.6,7.6,7.1,1.2,49.6,101.2,98.2,3.0,"7,189.4",86.7,2001,New York2001
24,New York,82,48.3,91.6,34.4,79.5,.432,5.8,16.4,.353,17.1,21.8,.787,10.7,30.0,40.7,21.0,6.8,3.5,14.5,21.9,2002,New York2002,New York,.514,.468,157.2,25.6,71.9,48.8,61.1,14.0,7.5,5.4,1.2,52.0,101.4,105.8,-4.4,"7,408.6",89.8,2002,New York2002
11,New York,82,48.4,95.9,36.2,82.0,.441,7.4,19.3,.383,16.1,19.8,.815,10.3,29.0,39.2,22.0,7.1,3.1,14.0,23.0,2003,New York2003,New York,.528,.486,163.9,24.4,71.8,47.6,60.7,13.4,7.7,4.7,1.2,54.1,104.7,106.2,-1.5,"7,506.8",90.7,2003,New York2003
